Time [s],Current [A],Voltage [V],C-rate,Total capacity lost to side reactions [A.h],Capacity [Ah],Remaining Capacity [Ah],RUL [hours],Predicted RUL
0.0,0.0680616,3.841496391023039,0.0999999999999999,-4.33680868994202e-19,5.0,5.0,100.0,100.18759776529362
60.0,0.0680616,3.83948852719752,0.0999999999999999,0.0002408135763218,4.999759186423678,4.999759186423678,99.99518372847356,100.17343760904362
120.0,0.0680616,3.838575260751844,0.0999999999999999,0.0004749722742943,4.9995250277257055,4.9995250277257055,99.9905005545141,100.16702891763737
180.0,0.0680616,3.837785208380124,0.0999999999999999,0.0007030903989081,4.9992969096010915,4.9992969096010915,99.98593819202182,100.16147471841862
240.0,0.0680616,3.837024811812655,0.0999999999999999,0.0009256379503667,4.999074362049633,4.999074362049633,99.98148724099266,100.15604258951237
300.0,0.0680616,3.83627455683098,0.0999999999999999,0.0011430154784203,4.99885698452158,4.99885698452158,99.97713969043158,100.15091563638737
360.0,0.0680616,3.835528991526445,0.0999999999999999,0.0013555726123329,4.998644427387667,4.998644427387667,99.97288854775334,100.14566661294987
420.0,0.0680616,3.834786048534008,0.0999999999999999,0.0015636214603528,4.9984363785396475,4.9984363785396475,99.96872757079295,100.14041758951237
480.0,0.0680616,3.834045031222805,0.0999999999999999,0.0017674392639252,4.998232560736075,4.998232560736075,99.9646512147215,100.13541270669987
540.0,0.0680616,3.833305587601836,0.0999999999999999,0.0019672760842105,4.99803272391579,4.99803272391579,99.96065447831579,100.13022471841862
600.0,0.0680616,3.83256754687311,0.0999999999999999,0.002163286656873,4.997836713343127,4.997836713343127,99.95673426686254,100.12497569498112
660.0,0.0680616,3.83183076939012,0.0999999999999999,0.0023558297850815,4.997644170214919,4.997644170214919,99.95288340429838,100.11990977701237
720.0,0.0680616,3.831095236701622,0.0999999999999999,0.0025450120076646,4.997454987992335,4.997454987992335,99.9490997598467,100.11478282388737
780.0,0.0680616,3.8303609436818062,0.0999999999999999,0.0027310010579589,4.997268998942041,4.997268998942041,99.94537997884082,100.10959483560612
840.0,0.0680616,3.8296279047731865,0.0999999999999999,0.0029139406256032,4.997086059374396,4.997086059374396,99.94172118748793,100.10452891763737
900.0,0.0680616,3.828896145681819,0.0999999999999999,0.0030939720650049,4.996906027934995,4.996906027934995,99.9381205586999,100.09952403482487
960.0,0.0680616,3.828165693777061,0.0999999999999999,0.003271238550371,4.996728761449629,4.996728761449629,99.93457522899257,100.09439708169987
1020.0,0.0680616,3.827436588237581,0.0999999999999999,0.0034458719013691,4.996554128098631,4.996554128098631,99.93108256197262,100.08933116373112
1080.0,0.0680616,3.826708869325984,0.0999999999999999,0.0036179879786423,4.996382012021358,4.996382012021358,99.92764024042715,100.08438731607487
1140.0,0.0680616,3.825982604096773,0.0999999999999999,0.0037875797577258,4.996212420242275,4.996212420242275,99.92424840484549,100.07932139810612
1200.0,0.0680616,3.825257806455661,0.0999999999999999,0.0039549631671685,4.9960450368328315,4.9960450368328315,99.92090073665662,100.07437755044987
1260.0,0.0680616,3.824534537556517,0.0999999999999999,0.0041201390903186,4.995879860909682,4.995879860909682,99.91759721819363,100.06931163248112
1320.0,0.0680616,3.8238128478135103,0.0999999999999999,0.0042831781197341,4.995716821880266,4.995716821880266,99.91433643760531,100.06424571451237
1380.0,0.0680616,3.8230927843798375,0.0999999999999999,0.0044441626550948,4.995555837344905,4.995555837344905,99.91111674689809,100.05936290201237
1440.0,0.0680616,3.822374401215625,0.0999999999999999,0.0046031648480756,4.995396835151924,4.995396835151924,99.90793670303847,100.05448008951237
1500.0,0.0680616,3.8216577445252815,0.0999999999999999,0.004760249933258,4.995239750066742,4.995239750066742,99.90479500133483,100.04941417154362
1560.0,0.0680616,3.820942868985637,0.0999999999999999,0.0049154822053796,4.995084517794621,4.995084517794621,99.90169035589241,100.04459239419987
1620.0,0.0680616,3.820229817566812,0.0999999999999999,0.0050689309486719,4.994931069051328,4.994931069051328,99.89862138102656,100.03970958169987
1680.0,0.0680616,3.8195186427794976,0.0999999999999999,0.0052206326803131,4.994779367319687,4.994779367319687,99.89558734639374,100.03476573404362
1740.0,0.0680616,3.818809385621127,0.0999999999999999,0.0053707069691998,4.9946292930308,4.9946292930308,99.892585860616,100.02982188638737
1800.0,0.0680616,3.818102094633476,0.0999999999999999,0.005519177740744,4.994480822259256,4.994480822259256,99.88961644518511,100.02500010904362
1860.0,0.0680616,3.817396820651351,0.0999999999999999,0.0056660937134445,4.994333906286555,4.994333906286555,99.8866781257311,100.02023936685612
1920.0,0.0680616,3.8166936060501566,0.0999999999999999,0.0058114975967211,4.994188502403279,4.994188502403279,99.88377004806559,100.01541758951237
1980.0,0.0680616,3.815992499854895,0.0999999999999999,0.0059554337227073,4.994044566277292,4.994044566277292,99.88089132554585,100.01065684732487
2040.0,0.0680616,3.815293543892915,0.0999999999999999,0.0060979466590274,4.993902053340973,4.993902053340973,99.87804106681945,100.00583506998112
2100.0,0.0680616,3.8145967823734095,0.0999999999999999,0.0062390799398515,4.993760920060149,4.993760920060149,99.87521840120297,100.00119639810612
2160.0,0.0680616,3.813902259554819,0.0999999999999999,0.0063788762826109,4.993621123717389,4.993621123717389,99.87242247434779,99.99649669107487
2220.0,0.0680616,3.813210018331312,0.0999999999999999,0.0065173361877974,4.993482663812203,4.993482663812203,99.86965327624405,99.99173594888737
2280.0,0.0680616,3.8125200924165785,0.0999999999999999,0.0066545674487449,4.993345432551255,4.993345432551255,99.8669086510251,99.98703624185612
2340.0,0.0680616,3.8118325253298817,0.0999999999999999,0.0067905752762278,4.993209424723772,4.993209424723772,99.86418849447543,99.98239756998112
2400.0,0.0680616,3.8111473560941422,0.0999999999999999,0.0069253863449617,4.993074613655038,4.993074613655038,99.86149227310075,99.97769786294987
2460.0,0.0680616,3.810464623076226,0.0999999999999999,0.007059030640442,4.992940969359558,4.992940969359558,99.85881938719115,99.97312022623112
2520.0,0.0680616,3.809784361866261,0.0999999999999999,0.0071915360755272,4.992808463924473,4.992808463924473,99.85616927848946,99.96848155435612
2580.0,0.0680616,3.809106611690832,0.0999999999999999,0.0073229303441807,4.992677069655819,4.992677069655819,99.85354139311639,99.96390391763737
2640.0,0.0680616,3.808431406596516,0.0999999999999999,0.0074532396147679,4.992546760385232,4.992546760385232,99.85093520770464,99.95932628091862
2700.0,0.0680616,3.8077587791556415,0.0999999999999999,0.0075824937794864,4.992417506220513,4.992417506220513,99.84835012441026,99.95480967935612
2760.0,0.0680616,3.807088767601048,0.0999999999999999,0.0077106767574525,4.992289323242548,4.992289323242548,99.84578646485095,99.95029307779362
2820.0,0.0680616,3.806421394403464,0.0999999999999999,0.0078378976491533,4.9921621023508465,4.9921621023508465,99.84324204701693,99.94577647623112
2880.0,0.0680616,3.805756695923155,0.0999999999999999,0.0079641431477504,4.99203585685225,4.99203585685225,99.84071713704499,99.94125987466862
2940.0,0.0680616,3.8050946998404687,0.0999999999999999,0.0080894334510611,4.991910566548939,4.991910566548939,99.83821133097878,99.93686534341862
3000.0,0.0680616,3.804435435186313,0.0999999999999999,0.0082137864601135,4.9917862135398865,4.9917862135398865,99.83572427079773,99.93234874185612
3060.0,0.0680616,3.8037789309281913,0.0999999999999999,0.008337223190799,4.991662776809201,4.991662776809201,99.83325553618401,99.92813731607487
3120.0,0.0680616,3.803125213589327,0.0999999999999999,0.0084597629721697,4.99154023702783,4.99154023702783,99.83080474055659,99.92362071451237
3180.0,0.0680616,3.802474311486704,0.0999999999999999,0.008581424114595,4.991418575885405,4.991418575885405,99.82837151770809,99.91928721841862
3240.0,0.0680616,3.8018262494140265,0.0999999999999999,0.0087022229393657,4.991297777060634,4.991297777060634,99.82595554121268,99.91495372232487
